ticket_id,created_at,resolved_at,updated_at,customer_id,channel,priority,category,assigned_team,status,first_response_minutes,csat_score,reopened_count,source_system
TKT00493,2025-01-09 08:39:00,2025-01-12 14:43:05,2025-01-12 14:43:05,CUST0100,Web Form,Low,Payment Failed,Billing,Resolved,49,3.0,1,Support Portal
TKT00494,2025-05-30 16:02:00,,2025-06-01 15:02:00,CUST0290,Email,High,Refund Request,Billing,Open,32,,0,Integration Dashboard
TKT00495,2025-05-10 12:50:00,2025-05-10 16:52:45,2025-05-10 16:52:45,CUST0141,API Monitoring,High,Refund Request,Billing,Resolved,17,5.0,0,Support Portal
TKT00496,2025-02-20 12:29:00,2025-02-20 18:17:19,2025-02-20 18:17:19,CUST0061,API Monitoring,High,Webhook Failure,Integrations,Resolved,11,5.0,0,Integration Dashboard
TKT00497,2025-02-10 08:06:00,2025-02-10 17:51:29,2025-02-10 17:51:29,CUST0241,API Monitoring,Medium,Application Bug,Technical,Resolved,32,4.0,0,CRM
TKT00498,2025-03-23 12:04:00,2025-03-23 13:50:29,2025-03-23 13:50:29,CUST0175,Chat,Critical,Access Request,Account,Resolved,8,3.0,0,Support Portal
TKT00499,2025-04-03 14:30:00,2025-04-04 11:34:27,2025-04-04 11:34:27,CUST0138,Chat,Medium,Slow Performance,Technical,Resolved,48,4.0,0,Integration Dashboard
TKT00500,2025-02-22 17:45:00,2025-02-22 20:44:18,2025-02-22 20:44:18,CUST0260,Web Form,High,Login Issue,Technical,Resolved,32,2.0,0,Support Portal
TKT00501,2025-05-17 16:29:00,2025-05-19 06:02:41,2025-05-19 06:02:41,CUST0036,Email,Low,OAuth Issue,Integrations,Resolved,75,5.0,0,CRM
TKT00502,Jan 28 2025 10:05,,2025-01-29 04:05:00,CUST0200,Web Form,High,Access Request,Account,Open,16,,0,Support Portal
TKT00503,2025-04-28 08:41:00,,2025-04-28 12:41:00,CUST0289,Chat,Low,Invoice Issue,Billing,Open,137,,0,Support Portal
TKT00504,2025-05-03 17:38:00,2025-05-04 02:23:09,2025-05-04 02:23:09,CUST0269,Web Form,Medium,Access Request,Account,Resolved,58,5.0,0,CRM
TKT00505,2025-04-06 15:19:00,,2025-04-09 02:19:00,CUST0174,Web Form,Low,Webhook Failure,Integrations,Pending,64,,0,Integration Dashboard
TKT00506,2025-05-18 14:12:00,2025-05-21 11:47:04,2025-05-21 11:47:04,CUST0195,Email,Medium,Login Issue,Technical,Resolved,102,4.0,1,Support Portal
TKT00507,2025-03-05 11:43:00,2025-03-06 16:25:36,2025-03-06 16:25:36,CUST0197,Web Form,Medium,Plan Change,Account,Resolved,70,3.0,0,Support Portal
TKT00508,2025-04-29 20:49:00,2025-04-30 12:38:05,2025-04-30 12:38:05,CUST0150,Web Form,Medium,Slow Performance,Technical,Resolved,67,3.0,0,CRM
TKT00509,2025-04-02 20:07:00,2025-04-03 03:41:29,2025-04-03 03:41:29,CUST0268,API Monitoring,High,OAuth Issue,Integrations,Resolved,30,5.0,0,Support Portal
TKT00510,2025-02-22 08:42:00,2025-02-23 21:06:10,2025-02-23 21:06:10,CUST0167,Email,High,Refund Request,Billing,Resolved,80,4.0,0,Support Portal
TKT00511,2025-04-01 16:44:00,2025-04-02 22:13:45,2025-04-02 22:13:45,CUST0130,API Monitoring,Low,Payment Failed,BILLING ,Resolved,57,3.0,0,CRM
TKT00512,2025-01-03 15:24:00,2025-01-04 23:04:40,2025-01-04 23:04:40,CUST0152,Chat,Low,Application Bug,Technical,Resolved,141,3.0,0,CRM
TKT00513,2025-01-05 16:52:00,2025-01-06 05:09:28,2025-01-06 05:09:28,CUST0084,Chat,High,Slow Performance,Technical,Resolved,26,3.0,0,Integration Dashboard
TKT00514,2025-04-12 08:33:00,2025-04-12 12:16:09,2025-04-12 12:16:09,CUST0197,Email,High,Login Issue,Technical,Resolved,20,3.0,0,CRM
TKT00515,2025-01-24 10:36:00,2025-01-24 15:18:26,2025-01-24 15:18:26,CUST0257,Email,High,Webhook Failure,Integrations,Resolved,19,4.0,1,CRM
TKT00516,2025-05-09 09:20:00,,2025-05-09 20:20:00,CUST0249,Email,High,Refund Request,BILLING ,open,75,,0,Support Portal
TKT00517,2025-02-22 08:44:00,2025-02-22 12:10:34,2025-02-22 12:10:34,CUST0021,Chat,High,Refund Request,Billing,Resolved,25,4.0,0,Support Portal
TKT00518,2025-02-16 15:19:00,2025-02-18 14:45:52,2025-02-18 14:45:52,CUST0290,Email,Low,API Error,Integrations,Resolved,106,4.0,0,CRM
TKT00519,2025-06-14 09:32:00,2025-06-14 20:41:05,2025-06-14 20:41:05,CUST0141,API Monitoring,Medium,Login Issue,Technical,Resolved,40,4.0,1,CRM
TKT00520,2025-06-08 14:19:00,2025-06-08 22:56:59,2025-06-08 22:56:59,CUST0229,API Monitoring,High,Webhook Failure,Integrations,Resolved,23,3.0,0,Support Portal
TKT00521,2025-04-17 07:20:00,2025-04-18 19:00:07,2025-04-18 19:00:07,CUST0260,Chat,Medium,Invoice Issue,Billing,Resolved,39,4.0,0,Integration Dashboard
TKT00522,2025-06-18 18:53:00,2025-06-19 16:17:06,2025-06-19 16:17:06,CUST0091,Chat,Medium,Refund Request,Billing,Resolved,49,4.0,0,CRM
TKT00523,2025-06-01 21:13:00,2025-06-03 12:22:39,2025-06-03 12:22:39,CUST0260,Chat,Low,Login Issue,Technical,Resolved,178,4.0,0,Integration Dashboard
TKT00524,Feb 20 2025 13:59,2025-02-21 08:02:19,2025-02-21 08:02:19,CUST0110,Email,High,Refund Request,Billing,Resolved,44,2.0,0,CRM
TKT00525,2025-03-17 12:34:00,,2025-03-19 05:34:00,CUST0062,API Monitoring,Low,Invoice Issue,Billing,Pending,208,,0,CRM
TKT00526,2025-03-15 11:03:00,2025-03-16 00:16:02,2025-03-16 00:16:02,CUST0247,Chat,High,Login Issue,Technical,Resolved,61,2.0,0,Support Portal
TKT00527,2025-02-19 15:03:00,,2025-02-21 22:03:00,CUST0255,Chat,Low,Slow Performance,Technical,Open,80,,0,Support Portal
TKT00528,2025-05-04 16:17:00,2025-05-05 04:36:33,2025-05-05 04:36:33,CUST0167,Email,Medium,Webhook Failure,Integrations,Resolved,54,3.0,0,Integration Dashboard
TKT00529,2025-05-20 11:55:00,,2025-05-22 01:55:00,CUST0157,Chat,Medium,OAuth Issue,Integrations,Open,18,,0,Support Portal
TKT00530,2025-02-13 11:49:00,2025-02-15 02:30:29,2025-02-15 02:30:29,CUST0171,Email,Low,Webhook Failure,Integrations,Resolved,219,3.0,0,CRM
TKT00531,2025-02-21 07:09:00,2025-02-23 05:20:35,2025-02-23 05:20:35,CUST0066,Chat,Medium,Webhook Failure,Integrations,Resolved,55,2.0,0,CRM
TKT00532,2025-02-15 21:25:00,,2025-02-17 22:25:00,CUST0025,Email,Medium,Account Closure,Account,Open,137,,0,CRM
TKT00533,2025-03-06 16:29:00,2025-03-07 23:03:21,2025-03-07 23:03:21,CUST0114,Chat,Medium,Webhook Failure,Integrations,Resolved,49,2.0,0,CRM
TKT00534,2025-02-20 11:35:00,,2025-02-22 08:35:00,CUST0233,Web Form,Medium,Refund Request,Billing,Open,162,,0,Support Portal
TKT00535,2025-03-13 09:08:00,,2025-03-14 16:08:00,CUST0064,Email, medium ,Webhook Failure,Integrations,Open,42,,0,Support Portal
TKT00536,2025-06-09 12:02:00,2025-06-09 15:26:18,2025-06-09 15:26:18,CUST0028,Chat,High,Slow Performance,Technical,Resolved,32,3.0,0,Support Portal
TKT00537,2025-05-03 12:24:00,2025-05-04 13:28:41,2025-05-04 13:28:41,CUST0075,Chat,Low,Invoice Issue,Billing,Resolved,102,5.0,0,Support Portal
TKT00538,Jan 11 2025 19:26,2025-01-14 21:03:19,2025-01-14 21:03:19,CUST0146,Email,Low,Slow Performance,Technical,Resolved,115,3.0,1,CRM
TKT00539,2025-06-27 14:07:00,2025-06-29 23:25:15,2025-06-29 23:25:15,CUST0058,Web Form,Low,Webhook Failure,Integrations,Resolved,164,3.0,0,CRM
TKT00540,2025-06-27 14:23:00,2025-07-01 09:38:01,2025-07-01 09:38:01,CUST0080,Chat,Low,Application Bug,Technical,Resolved,81,2.0,1,CRM
TKT00541,2025-05-27 20:37:00,2025-05-28 05:44:21,2025-05-28 05:44:21,CUST0072,Web Form,Medium,Login Issue,Technical,Resolved,45,4.0,0,Support Portal
TKT00542,2025-06-30 20:08:00,2025-07-01 05:35:18,2025-07-01 05:35:18,CUST0201,Email,Medium,Refund Request,Billing,Resolved,54,3.0,0,CRM
TKT00543,2025-03-15 13:15:00,2025-03-16 06:31:21,2025-03-16 06:31:21,CUST0229,Email,Medium,Account Closure,Account,Resolved,23,4.0,0,Support Portal
TKT00544,2025-01-27 16:31:00,2025-01-28 01:53:14,2025-01-28 01:53:14,CUST0241,Web Form,High,Refund Request,Billing,Resolved,26,9.0,1,Support Portal
TKT00545,2025-05-03 09:03:00,2025-05-03 23:45:11,2025-05-03 23:45:11,CUST0197,Email,Medium,Login Issue,Technical,Resolved,21,4.0,0,Support Portal
TKT00546,2025-04-22 13:16:00,2025-04-23 14:35:50,2025-04-23 14:35:50,CUST0027,Web Form,Medium,Invoice Issue,Billing,Resolved,65,3.0,0,Support Portal
TKT00547,22/05/2025 20:14,2025-05-23 05:04:48,2025-05-23 05:04:48,CUST0033,Chat,High,Refund Request,Billing,Resolved,20,3.0,0,Integration Dashboard
TKT00548,2025-03-03 17:14:00,2025-03-04 16:17:43,2025-03-04 16:17:43,CUST0286,Web Form,Medium,Login Issue,Technical,Resolved,30,4.0,0,Support Portal
TKT00549,2025-04-14 07:33:00,2025-04-14 23:19:56,2025-04-14 23:19:56,CUST0112,Web Form,Low,OAuth Issue,,Resolved,144,2.0,0,Support Portal
TKT00550,2025-03-15 09:35:00,2025-03-16 03:39:56,2025-03-16 03:39:56,CUST0043,Email,Medium,Login Issue,Technical,Resolved,111,4.0,0,Support Portal
TKT00551,2025-01-06 07:04:00,2025-01-09 05:01:32,2025-01-09 05:01:32,CUST0174,Web Form,Low,Invoice Issue,Billing,Resolved,132,4.0,0,Support Portal
TKT00552,2025-05-23 14:40:00,2025-05-24 20:47:25,2025-05-24 20:47:25,CUST0270,Email,Medium,Account Closure,Account,Resolved,28,4.0,0,Support Portal
TKT00553,2025-02-24 13:38:00,2025-02-24 16:17:58,2025-02-24 16:17:58,CUST0031,Chat,High,Application Bug,Technical,Resolved,34,4.0,1,Integration Dashboard
TKT00554,2025-04-12 14:00:00,,2025-04-14 05:00:00,CUST0061,Email,Medium,Account Closure,Account,Pending,39,,0,Support Portal
TKT00555,2025-01-21 08:22:00,2025-01-21 20:00:41,2025-01-21 20:00:41,CUST0224,Email,High,Slow Performance,Technical,Resolved,53,4.0,0,Integration Dashboard
TKT00556,2025-02-20 12:11:00,2025-02-20 16:03:55,2025-02-20 16:03:55,CUST0200,Chat,High,OAuth Issue,Integrations,Resolved,28,5.0,0,Integration Dashboard
TKT00557,2025-06-08 13:30:00,2025-06-09 01:30:11,2025-06-09 01:30:11,CUST0133,Chat,Medium,Account Closure,Account,Resolved,27,4.0,0,Support Portal
TKT00558,2025-01-14 21:39:00,2025-01-16 02:12:04,2025-01-16 02:12:04,CUST0258,Chat,Medium,Webhook Failure,INTEGRATIONS ,Resolved,40,4.0,0,Support Portal
TKT00559,2025-05-07 14:13:00,2025-05-07 21:57:13,2025-05-07 21:57:13,CUST0120,Email,Medium,Payment Failed,Billing,Resolved,62,4.0,0,Integration Dashboard
TKT00560,2025-04-04 18:26:00,2025-04-07 03:20:42,2025-04-07 03:20:42,CUST0058,Web Form,Low,Refund Request,Billing,Resolved,86,3.0,0,Support Portal
TKT00561,2025-04-05 11:07:00,2025-04-06 07:17:08,2025-04-06 07:17:08,CUST0143,Web Form,Medium,Login Issue,Technical,Resolved,94,2.0,0,Integration Dashboard
TKT00562,2025-06-27 12:26:00,,2025-06-27 21:26:00,CUST0006,Web Form,Low,Invoice Issue,Billing,Pending,129,,0,CRM
TKT00563,2025-03-20 15:38:00,,2025-03-22 07:38:00,CUST0259,Email,High,API Error,Integrations,Pending,24,,0,Integration Dashboard
TKT00564,2025-03-04 21:02:00,2025-03-05 02:17:07,2025-03-05 02:17:07,CUST0205,API Monitoring,High,Payment Failed,Billing,Resolved,18,3.0,0,Support Portal
TKT00565,2025-04-18 12:57:00,2025-04-19 21:15:13,2025-04-19 21:15:13,CUST0099,API Monitoring,Low,Invoice Issue,Billing,Resolved,227,1.0,1,CRM
TKT00566,2025-05-13 10:21:00,2025-05-15 11:17:16,2025-05-15 11:17:16,CUST0240,Chat,Low,OAuth Issue,Integrations,Resolved,56,3.0,1,Support Portal
TKT00567,2025-02-09 19:01:00,,2025-02-10 11:01:00,CUST0202,API Monitoring,High,Access Request,Account,Open,15,,0,CRM
TKT00568,Feb 25 2025 17:31,2025-03-01 05:40:01,2025-03-01 05:40:01,CUST0013,Chat,Low,OAuth Issue,Integrations,Resolved,209,4.0,1,Integration Dashboard
TKT00569,2025-03-04 15:53:00,2025-03-06 08:26:59,2025-03-06 08:26:59,CUST0096,Email,Low,Application Bug,Technical,Resolved,87,4.0,0,Support Portal
TKT00570,2025-04-04 12:21:00,2025-04-04 23:58:02,2025-04-04 23:58:02,CUST0098,API Monitoring,Medium,Invoice Issue,Billing,Resolved,131,4.0,0,Integration Dashboard
TKT00571,2025-06-10 17:35:00,,2025-06-13 07:35:00,CUST0120,Email,High,API Error,Integrations,Open,26,,0,CRM
TKT00572,2025-02-13 07:53:00,2025-02-13 19:26:06,2025-02-13 19:26:06,CUST0064,Chat,Medium,Refund Request,Billing,Resolved,15,4.0,0,Support Portal
TKT00573,2025-05-22 09:25:00,2025-05-22 14:35:13,2025-05-22 14:35:13,CUST0065,Email,High,Payment Failed,Billing,Resolved,21,4.0,0,CRM
TKT00574,2025-05-23 20:56:00,,2025-05-24 22:56:00,CUST0095,Web Form,Medium,Invoice Issue,Billing,Open,49,,0,CRM
TKT00575,2025-02-28 20:29:00,2025-03-01 23:42:04,2025-03-01 23:42:04,CUST0114,API Monitoring,Medium,OAuth Issue,Integrations,Resolved,23,2.0,0,Integration Dashboard
TKT00576,2025-03-27 17:00:00,,2025-03-29 23:00:00,CUST0290,Chat,Medium,Plan Change,Account,open,24,,0,Support Portal
TKT00577,2025-03-06 21:55:00,2025-03-07 19:31:33,2025-03-07 19:31:33,CUST0163,Email,Medium,Login Issue,Technical,Resolved,79,4.0,0,Support Portal
TKT00578,2025-04-07 18:15:00,,2025-04-09 02:15:00,CUST0078,Email,Critical,Webhook Failure,Integrations,Open,8,,0,Integration Dashboard
TKT00579,2025-02-10 13:12:00,2025-02-11 16:00:35,2025-02-11 16:00:35,CUST0137,Web Form,Low,Refund Request,Billing,Resolved,236,3.0,0,CRM
TKT00580,2025-01-26 17:38:00,2025-01-27 12:31:59,2025-01-27 12:31:59,CUST0245,Email,Medium,OAuth Issue,INTEGRATIONS ,Resolved,82,2.0,0,Integration Dashboard
TKT00581,2025-01-03 09:12:00,2025-01-03 17:51:57,2025-01-03 17:51:57,CUST0151,Chat,Medium,Refund Request,Billing,Resolved,43,4.0,0,CRM
TKT00582,2025-06-09 16:26:00,,2025-06-11 17:26:00,CUST0244,Chat,Low,Refund Request,Billing,Open,65,,0,Support Portal
TKT00583,2025-01-08 17:44:00,2025-01-09 01:39:17,2025-01-09 01:39:17,CUST0225,Chat,Medium,Slow Performance,Technical,Resolved,51,5.0,0,CRM
TKT00584,2025-02-24 16:17:00,2025-02-25 03:08:11,2025-02-25 03:08:11,CUST0086,Web Form,Medium,Plan Change,Account,Resolved,63,3.0,0,CRM
TKT00585,2025-04-18 07:23:00,,2025-04-18 23:23:00,CUST0244,Email,Low,Slow Performance,Technical,Pending,288,,0,Support Portal
TKT00586,2025-04-19 09:43:00,2025-04-19 11:56:17,2025-04-19 11:56:17,CUST0207,Email, critical ,Webhook Failure,Integrations,Resolved,35,3.0,0,CRM
TKT00587,2025-02-11 19:20:00,,2025-02-13 09:20:00,CUST0020,Email,Low,Slow Performance,TECHNICAL ,Pending,52,,0,Integration Dashboard
TKT00588,2025-06-27 18:59:00,2025-06-28 00:01:03,2025-06-28 00:01:03,CUST0076,Chat,High,Application Bug,,Resolved,36,2.0,0,Support Portal
TKT00589,2025-03-26 16:18:00,2025-03-28 08:45:07,2025-03-28 08:45:07,CUST0266,API Monitoring,High,Account Closure,Account,Resolved,17,3.0,0,Integration Dashboard
TKT00590,2025-04-02 21:23:00,,2025-04-02 23:23:00,CUST0210,Email,Low,Webhook Failure,Integrations,Open,120,,0,Support Portal
TKT00591,2025-01-08 13:12:00,2025-01-10 20:38:59,2025-01-10 20:38:59,CUST0077,Web Form,Low,API Error,Integrations,Resolved,74,3.0,0,Support Portal
TKT00592,2025-03-18 08:00:00,2025-03-18 06:00:00,2025-03-20 02:34:11,CUST0147,Web Form, medium ,OAuth Issue,Integrations,Resolved,85,4.0,0,Support Portal
TKT00593,2025-03-02 10:03:00,2025-03-04 00:44:45,2025-03-04 00:44:45,CUST0068,Chat,Low,Slow Performance,Technical,Resolved,147,3.0,0,CRM
TKT00594,2025-01-21 13:55:00,,2025-01-23 05:55:00,CUST0070,Email,Low,Webhook Failure,Integrations,Open,119,,0,Integration Dashboard
TKT00595,2025-05-12 12:21:00,2025-05-20 03:00:15,2025-05-20 03:00:15,CUST0282,Chat,Low,Payment Failed,Billing,Resolved,134,4.0,1,Integration Dashboard
TKT00596,2025-05-24 10:08:00,2025-05-24 21:52:24,2025-05-24 21:52:24,CUST0093,API Monitoring,Medium,Login Issue,Technical,Resolved,238,3.0,0,Support Portal
TKT00597,2025-05-30 15:21:00,2025-05-31 05:19:35,2025-05-31 05:19:35,CUST0047,API Monitoring,Medium,Application Bug,Technical,Resolved,58,3.0,0,Support Portal
TKT00598,2025-05-25 18:14:00,2025-05-26 15:19:52,2025-05-26 15:19:52,CUST0008,Email,Medium,Slow Performance,Technical,Resolved,49,5.0,0,Support Portal
TKT00599,2025-05-17 17:36:00,2025-05-19 03:36:29,2025-05-19 03:36:29,CUST0087,API Monitoring,Low,Login Issue,Technical,Resolved,72,4.0,0,CRM
TKT00600,2025-02-17 10:14:00,,2025-02-18 03:14:00,CUST0246,Chat,Medium,Refund Request,Billing,Pending,34,,0,Support Portal
TKT00601,2025-06-24 07:49:00,2025-06-24 15:22:35,2025-06-24 15:22:35,CUST0169,API Monitoring,High,Login Issue,Technical,Resolved,15,4.0,0,Support Portal
TKT00602,2025-06-08 12:46:00,2025-06-09 01:53:50,2025-06-09 01:53:50,CUST0008,Chat,Medium,Payment Failed,Billing,Resolved,90,3.0,0,CRM
TKT00603,2025-04-04 11:19:00,,2025-04-05 20:19:00,CUST0246,Chat,High,Invoice Issue,BILLING ,Open,24,,0,Support Portal
TKT00604,May 25 2025 16:08,2025-05-26 07:36:21,2025-05-26 07:36:21,CUST0183,Chat,Low,API Error,Integrations,Resolved,95,4.0,0,CRM
TKT00605,2025-05-21 13:27:00,2025-05-24 16:24:16,2025-05-24 16:24:16,CUST0194,Chat,Low,OAuth Issue,Integrations,Resolved,70,4.0,0,CRM
TKT00606,2025-06-02 11:40:00,2025-06-03 14:25:14,2025-06-03 14:25:14,CUST0090,Web Form,Low,Refund Request,Billing,Resolved,119,3.0,0,CRM
TKT00607,2025-06-23 20:56:00,2025-06-26 20:04:34,2025-06-26 20:04:34,CUST0150,Web Form,Low,Application Bug,Technical,Resolved,85,3.0,0,Support Portal
TKT00608,2025-04-12 16:06:00,2025-04-14 14:31:45,2025-04-14 14:31:45,CUST0050,Chat,Low,Login Issue,Technical,Resolved,159,4.0,0,Support Portal
TKT00609,21/03/2025 17:05,2025-03-21 20:35:13,2025-03-21 20:35:13,CUST0061,Web Form,Critical,Access Request,Account,Resolved,4,4.0,0,CRM
TKT00610,2025-05-28 20:44:00,2025-05-29 03:59:27,2025-05-29 03:59:27,CUST0182,Chat,Critical,Access Request,Account,Resolved,6,4.0,0,CRM
TKT00611,2025-05-21 08:37:00,2025-05-21 17:23:11,2025-05-21 17:23:11,CUST0047,API Monitoring,High,API Error,Integrations,Resolved,46,9.0,0,CRM
TKT00612,2025-03-05 10:37:00,,2025-03-07 16:37:00,CUST0076,Chat,Low,Access Request,Account,Open,190,,0,CRM
TKT00613,2025-01-29 16:11:00,2025-01-31 02:29:51,2025-01-31 02:29:51,CUST0027,Web Form,Medium,Slow Performance,Technical,Resolved,74,3.0,0,Support Portal
TKT00614,2025-05-22 14:25:00,2025-05-22 20:55:44,2025-05-22 20:55:44,CUST0146,Email,Medium,Invoice Issue,Billing,Resolved,82,2.0,0,Support Portal
TKT00615,2025-05-17 17:03:00,,2025-05-19 22:03:00,CUST0200,Web Form,Medium,Login Issue,Technical,Open,65,,0,Support Portal
TKT00616,2025-05-07 14:49:00,2025-05-08 16:13:30,2025-05-08 16:13:30,CUST0009,Web Form,Low,Refund Request,Billing,Resolved,94,5.0,0,Integration Dashboard
TKT00617,2025-01-06 08:19:00,2025-01-06 13:52:31,2025-01-06 13:52:31,CUST0150,Email,High,Slow Performance,Technical,Resolved,20,4.0,0,CRM
TKT00618,2025-04-25 13:28:00,2025-04-26 06:04:10,2025-04-26 06:04:10,CUST0260,Email,Low,Invoice Issue,Billing,Resolved,231,2.0,0,Integration Dashboard
TKT00619,2025-02-21 15:19:00,2025-02-23 12:18:24,2025-02-23 12:18:24,CUST0184,Web Form,Low,OAuth Issue,Integrations,Resolved,161,3.0,0,Support Portal
TKT00620,2025-05-04 16:44:00,2025-05-04 22:57:11,2025-05-04 22:57:11,CUST0153,Chat,Medium,Webhook Failure,Integrations,Resolved,81,4.0,0,Support Portal
TKT00621,2025-03-06 14:07:00,2025-03-08 17:48:55,2025-03-08 17:48:55,CUST0096,Chat,Low,Refund Request,Billing,Resolved,87,4.0,0,CRM
TKT00622,2025-02-27 21:53:00,2025-02-28 03:29:41,2025-02-28 03:29:41,CUST0170,Web Form,High,Webhook Failure,Integrations,Resolved,35,3.0,0,Support Portal
TKT00623,2025-03-11 16:58:00,2025-03-16 08:08:09,2025-03-16 08:08:09,CUST0004,Chat,Low,Refund Request,Billing,Resolved,117,3.0,0,CRM
TKT00624,2025-04-06 12:52:00,2025-04-07 02:52:57,2025-04-07 02:52:57,CUST0031,Web Form,Critical,OAuth Issue,Integrations,Resolved,8,3.0,0,CRM
TKT00625,2025-05-03 17:00:00,2025-05-03 20:34:43,2025-05-03 20:34:43,CUST0270,Chat,Critical,Application Bug,Technical,Resolved,4,4.0,0,Support Portal
TKT00626,2025-02-09 20:28:00,2025-02-10 15:33:27,2025-02-10 15:33:27,CUST0294,Chat,Medium,Login Issue,Technical,Resolved,75,3.0,0,Support Portal
TKT00627,2025-03-20 10:31:00,2025-03-20 15:15:18,2025-03-20 15:15:18,CUST0077,Email,High,Slow Performance,Technical,Resolved,8,5.0,0,Support Portal
TKT00628,Jan 13 2025 11:15,2025-01-13 22:41:11,2025-01-13 22:41:11,CUST0091,Email,Medium,Application Bug,Technical,Resolved,62,5.0,1,Integration Dashboard
TKT00629,2025-03-11 16:11:00,2025-03-12 06:07:49,2025-03-12 06:07:49,CUST0226,Email,Medium,OAuth Issue,Integrations,Resolved,38,5.0,0,CRM
TKT00630,2025-06-23 08:30:00,2025-06-26 16:23:33,2025-06-26 16:23:33,CUST0141,API Monitoring,Low,Access Request,Account,Resolved,107,1.0,0,CRM
TKT00631,2025-05-16 08:57:00,2025-05-16 11:49:45,2025-05-16 11:49:45,CUST0215,Chat,High,Invoice Issue,Billing,Resolved,31,2.0,0,Support Portal
TKT00632,2025-06-19 13:03:00,2025-06-20 21:10:05,2025-06-20 21:10:05,CUST0170,API Monitoring,Medium,Webhook Failure,Integrations,Resolved,80,4.0,0,CRM
TKT00633,2025-04-09 12:21:00,2025-04-09 23:43:27,2025-04-09 23:43:27,CUST0288,Email, medium ,Webhook Failure,Integrations,Resolved,18,4.0,0,Support Portal
TKT00634,2025-06-08 09:25:00,2025-06-08 17:40:25,2025-06-08 17:40:25,CUST0293,Web Form,Medium,Invoice Issue,Billing,Resolved,113,5.0,0,Support Portal
TKT00635,2025-06-21 12:55:00,2025-06-22 03:22:53,2025-06-22 03:22:53,CUST0158,API Monitoring,Medium,Payment Failed,Billing,Resolved,176,3.0,1,CRM
TKT00636,2025-03-24 20:39:00,2025-03-25 20:04:54,2025-03-25 20:04:54,CUST0270,Chat,Medium,Application Bug,Technical,Resolved,27,4.0,0,Integration Dashboard
TKT00637,2025-01-10 13:28:00,2025-01-10 22:23:04,2025-01-10 22:23:04,CUST0199,API Monitoring,High,Application Bug,Technical,Resolved,27,3.0,0,Support Portal
TKT00638,2025-02-20 09:41:00,2025-02-21 00:13:11,2025-02-21 00:13:11,CUST0054,Chat,High,Invoice Issue,Billing,Resolved,40,3.0,0,Support Portal
TKT00639,2025-03-29 15:38:00,2025-03-30 20:28:13,2025-03-30 20:28:13,CUST0065,Chat,Medium,Webhook Failure,Integrations,Resolved,45,4.0,0,Support Portal
TKT00640,2025-04-27 21:05:00,2025-04-29 06:06:11,2025-04-29 06:06:11,CUST0203,Web Form,Medium,Payment Failed,Billing,Resolved,65,3.0,0,Support Portal
TKT00641,2025-02-24 11:06:00,2025-02-24 14:48:23,2025-02-24 14:48:23,CUST0015,Chat,Critical,Account Closure,Account,Resolved,6,5.0,0,Support Portal
TKT00642,2025-03-09 15:08:00,2025-03-10 10:12:46,2025-03-10 10:12:46,CUST0142,Chat,Medium,Payment Failed,Billing,Resolved,76,3.0,1,CRM
TKT00643,2025-03-08 12:53:00,2025-03-08 14:06:55,2025-03-08 14:06:55,CUST0282,Email,Critical,OAuth Issue,Integrations,Resolved,14,3.0,0,Integration Dashboard
TKT00644,2025-03-19 17:06:00,2025-03-19 21:50:00,2025-03-19 21:50:00,CUST0275,Chat,High,API Error,Integrations,Resolved,23,4.0,0,Integration Dashboard
TKT00645,2025-02-17 09:07:00,2025-02-24 01:12:56,2025-02-24 01:12:56,CUST0014,Email,Low,Refund Request,Billing,Resolved,117,2.0,0,Support Portal
TKT00646,2025-01-06 07:09:00,2025-01-06 11:22:26,2025-01-06 11:22:26,CUST0099,Web Form,High,Slow Performance,Technical,Resolved,12,5.0,0,Support Portal
TKT00647,2025-01-30 15:17:00,,2025-01-31 03:17:00,CUST0198,Email,Medium,Login Issue,Technical,Pending,76,,0,Support Portal
TKT00648,2025-01-10 18:25:00,2025-01-11 17:23:21,2025-01-11 17:23:21,CUST0146,Email,Low,Slow Performance,Technical,Resolved,134,3.0,0,Support Portal
TKT00649,2025-06-14 11:53:00,2025-06-14 19:59:29,2025-06-14 19:59:29,CUST0045,Chat,High,Payment Failed,Billing,Resolved,86,3.0,0,Support Portal
TKT00650,2025-03-11 11:55:00,2025-03-11 14:58:20,2025-03-11 14:58:20,CUST0125,Chat,High,OAuth Issue,Integrations,Resolved,24,5.0,0,Support Portal
TKT00651,2025-06-12 19:39:00,2025-06-13 04:19:42,2025-06-13 04:19:42,CUST0127,Email,High,Payment Failed,Billing,Resolved,25,3.0,0,Support Portal
TKT00652,2025-05-06 11:23:00,2025-05-07 14:46:05,2025-05-07 14:46:05,CUST0289,Chat,Low,API Error,Integrations,Resolved,164,2.0,0,Support Portal
TKT00653,2025-03-08 20:59:00,2025-03-09 07:57:07,2025-03-09 07:57:07,CUST0090,Chat,High,OAuth Issue,INTEGRATIONS ,Resolved,8,4.0,0,Support Portal
TKT00654,2025-05-22 20:10:00,2025-05-24 07:32:29,2025-05-24 07:32:29,CUST0072,Web Form,Low,Slow Performance,Technical,Resolved,119,5.0,0,Support Portal
TKT00655,2025-05-21 08:36:00,2025-05-21 14:31:53,2025-05-21 14:31:53,CUST0225,Chat,Medium,OAuth Issue,Integrations,Resolved,75,2.0,0,Integration Dashboard
